rank,input_difference,output_mask,samples,matches,probability,bias,correlation,abs_correlation,standard_error,approx_95ci_low,approx_95ci_high,seed,rounds,feedforward
172,w05.b07,w15.b18,512,251,0.490234375,-0.009765625,-0.01953125,0.01953125,0.02209287182520817,0.446932346222592,0.533536403777408,20260617,4,False
173,w08.b09,w07.b23,512,251,0.490234375,-0.009765625,-0.01953125,0.01953125,0.02209287182520817,0.446932346222592,0.533536403777408,20260617,4,False
174,w08.b13+w12.b13,w00.b07,512,261,0.509765625,0.009765625,0.01953125,0.01953125,0.02209287182520817,0.466463596222592,0.553067653777408,20260617,4,False
175,w09.b28,w00.b07+w04.b07,512,261,0.509765625,0.009765625,0.01953125,0.01953125,0.02209287182520817,0.466463596222592,0.553067653777408,20260617,4,False
176,w12.b13,w05.b09+w10.b09,512,261,0.509765625,0.009765625,0.01953125,0.01953125,0.02209287182520817,0.466463596222592,0.553067653777408,20260617,4,False
177,w12.b13,w08.b13+w12.b13,512,261,0.509765625,0.009765625,0.01953125,0.01953125,0.02209287182520817,0.466463596222592,0.553067653777408,20260617,4,False
178,w15.b18,w01.b00,512,251,0.490234375,-0.009765625,-0.01953125,0.01953125,0.02209287182520817,0.446932346222592,0.533536403777408,20260617,4,False
179,w15.b18,w05.b09,512,261,0.509765625,0.009765625,0.01953125,0.01953125,0.02209287182520817,0.466463596222592,0.553067653777408,20260617,4,False
180,w15.b28,w00.b07+w04.b07,512,261,0.509765625,0.009765625,0.01953125,0.01953125,0.02209287182520817,0.466463596222592,0.553067653777408,20260617,4,False
181,w15.b28,w12.b04,512,261,0.509765625,0.009765625,0.01953125,0.01953125,0.02209287182520817,0.466463596222592,0.553067653777408,20260617,4,False
182,w00.b00,w01.b00,512,252,0.4921875,-0.0078125,-0.015625,0.015625,0.022094389349118684,0.4488824968757274,0.5354925031242727,20260617,4,False
183,w00.b00,w12.b04,512,252,0.4921875,-0.0078125,-0.015625,0.015625,0.022094389349118684,0.4488824968757274,0.5354925031242727,20260617,4,False
184,w00.b00+w01.b00,w12.b04,512,252,0.4921875,-0.0078125,-0.015625,0.015625,0.022094389349118684,0.4488824968757274,0.5354925031242727,20260617,4,False
185,w00.b07+w04.b07,w05.b09+w10.b09,512,260,0.5078125,0.0078125,0.015625,0.015625,0.022094389349118684,0.4645074968757274,0.5511175031242727,20260617,4,False
186,w01.b00,w12.b23,512,252,0.4921875,-0.0078125,-0.015625,0.015625,0.022094389349118684,0.4488824968757274,0.5354925031242727,20260617,4,False
187,w04.b00,w12.b04,512,260,0.5078125,0.0078125,0.015625,0.015625,0.022094389349118684,0.4645074968757274,0.5511175031242727,20260617,4,False
188,w05.b00+w10.b00,w00.b07,512,252,0.4921875,-0.0078125,-0.015625,0.015625,0.022094389349118684,0.4488824968757274,0.5354925031242727,20260617,4,False
189,w08.b09,w08.b13+w12.b13,512,260,0.5078125,0.0078125,0.015625,0.015625,0.022094389349118684,0.4645074968757274,0.5511175031242727,20260617,4,False
190,w08.b09,w12.b04,512,260,0.5078125,0.0078125,0.015625,0.015625,0.022094389349118684,0.4645074968757274,0.5511175031242727,20260617,4,False
191,w09.b03,w13.b00,512,252,0.4921875,-0.0078125,-0.015625,0.015625,0.022094389349118684,0.4488824968757274,0.5354925031242727,20260617,4,False
192,w09.b28,w08.b13+w12.b13,512,252,0.4921875,-0.0078125,-0.015625,0.015625,0.022094389349118684,0.4488824968757274,0.5354925031242727,20260617,4,False
193,w15.b18,w13.b19,512,252,0.4921875,-0.0078125,-0.015625,0.015625,0.022094389349118684,0.4488824968757274,0.5354925031242727,20260617,4,False
194,w15.b28,w13.b00,512,252,0.4921875,-0.0078125,-0.015625,0.015625,0.022094389349118684,0.4488824968757274,0.5354925031242727,20260617,4,False
195,w00.b07+w04.b07,w03.b29,512,253,0.494140625,-0.005859375,-0.01171875,0.01171875,0.02209556957343774,0.450833308636062,0.5374479413639379,20260617,4,False
196,w00.b07+w04.b07,w07.b23,512,259,0.505859375,0.005859375,0.01171875,0.01171875,0.02209556957343774,0.462552058636062,0.5491666913639379,20260617,4,False
197,w01.b00,w00.b00,512,259,0.505859375,0.005859375,0.01171875,0.01171875,0.02209556957343774,0.462552058636062,0.5491666913639379,20260617,4,False
198,w01.b00,w05.b09+w10.b09,512,259,0.505859375,0.005859375,0.01171875,0.01171875,0.02209556957343774,0.462552058636062,0.5491666913639379,20260617,4,False
199,w01.b00,w10.b13,512,253,0.494140625,-0.005859375,-0.01171875,0.01171875,0.02209556957343774,0.450833308636062,0.5374479413639379,20260617,4,False
200,w01.b25,w00.b07+w04.b07,512,253,0.494140625,-0.005859375,-0.01171875,0.01171875,0.02209556957343774,0.450833308636062,0.5374479413639379,20260617,4,False
201,w05.b07,w12.b23,512,253,0.494140625,-0.005859375,-0.01171875,0.01171875,0.02209556957343774,0.450833308636062,0.5374479413639379,20260617,4,False
202,w06.b24,w13.b00,512,259,0.505859375,0.005859375,0.01171875,0.01171875,0.02209556957343774,0.462552058636062,0.5491666913639379,20260617,4,False
203,w08.b09,w12.b23,512,259,0.505859375,0.005859375,0.01171875,0.01171875,0.02209556957343774,0.462552058636062,0.5491666913639379,20260617,4,False
204,w08.b09,w15.b18,512,259,0.505859375,0.005859375,0.01171875,0.01171875,0.02209556957343774,0.462552058636062,0.5491666913639379,20260617,4,False
205,w08.b13+w12.b13,w00.b00,512,259,0.505859375,0.005859375,0.01171875,0.01171875,0.02209556957343774,0.462552058636062,0.5491666913639379,20260617,4,False
206,w09.b28,w07.b23,512,253,0.494140625,-0.005859375,-0.01171875,0.01171875,0.02209556957343774,0.450833308636062,0.5374479413639379,20260617,4,False
207,w09.b28,w12.b23,512,253,0.494140625,-0.005859375,-0.01171875,0.01171875,0.02209556957343774,0.450833308636062,0.5374479413639379,20260617,4,False
208,w09.b28,w13.b19,512,253,0.494140625,-0.005859375,-0.01171875,0.01171875,0.02209556957343774,0.450833308636062,0.5374479413639379,20260617,4,False
209,w15.b28,w00.b07,512,259,0.505859375,0.005859375,0.01171875,0.01171875,0.02209556957343774,0.462552058636062,0.5491666913639379,20260617,4,False
210,w00.b00,w05.b09+w10.b09,512,254,0.49609375,-0.00390625,-0.0078125,0.0078125,0.022096412552213365,0.4527847813976618,0.5394027186023382,20260617,4,False
211,w00.b00+w01.b00,w07.b23,512,254,0.49609375,-0.00390625,-0.0078125,0.0078125,0.022096412552213365,0.4527847813976618,0.5394027186023382,20260617,4,False
212,w00.b00+w01.b00,w13.b19,512,254,0.49609375,-0.00390625,-0.0078125,0.0078125,0.022096412552213365,0.4527847813976618,0.5394027186023382,20260617,4,False
213,w00.b07+w04.b07,w15.b18,512,258,0.50390625,0.00390625,0.0078125,0.0078125,0.022096412552213365,0.4605972813976618,0.5472152186023382,20260617,4,False
214,w01.b25,w00.b00,512,254,0.49609375,-0.00390625,-0.0078125,0.0078125,0.022096412552213365,0.4527847813976618,0.5394027186023382,20260617,4,False
215,w04.b00,w00.b00+w01.b00,512,258,0.50390625,0.00390625,0.0078125,0.0078125,0.022096412552213365,0.4605972813976618,0.5472152186023382,20260617,4,False
216,w05.b00+w10.b00,w00.b00+w01.b00,512,258,0.50390625,0.00390625,0.0078125,0.0078125,0.022096412552213365,0.4605972813976618,0.5472152186023382,20260617,4,False
217,w05.b07,w00.b07,512,254,0.49609375,-0.00390625,-0.0078125,0.0078125,0.022096412552213365,0.4527847813976618,0.5394027186023382,20260617,4,False
218,w06.b24,w12.b04,512,258,0.50390625,0.00390625,0.0078125,0.0078125,0.022096412552213365,0.4605972813976618,0.5472152186023382,20260617,4,False
219,w08.b09,w03.b29,512,254,0.49609375,-0.00390625,-0.0078125,0.0078125,0.022096412552213365,0.4527847813976618,0.5394027186023382,20260617,4,False
220,w08.b13+w12.b13,w00.b00+w01.b00,512,258,0.50390625,0.00390625,0.0078125,0.0078125,0.022096412552213365,0.4605972813976618,0.5472152186023382,20260617,4,False
221,w09.b03,w05.b09,512,258,0.50390625,0.00390625,0.0078125,0.0078125,0.022096412552213365,0.4605972813976618,0.5472152186023382,20260617,4,False
222,w09.b03,w13.b19,512,258,0.50390625,0.00390625,0.0078125,0.0078125,0.022096412552213365,0.4605972813976618,0.5472152186023382,20260617,4,False
223,w09.b03,w15.b18,512,258,0.50390625,0.00390625,0.0078125,0.0078125,0.022096412552213365,0.4605972813976618,0.5472152186023382,20260617,4,False
224,w12.b13,w00.b00+w01.b00,512,258,0.50390625,0.00390625,0.0078125,0.0078125,0.022096412552213365,0.4605972813976618,0.5472152186023382,20260617,4,False
225,w15.b18,w07.b23,512,258,0.50390625,0.00390625,0.0078125,0.0078125,0.022096412552213365,0.4605972813976618,0.5472152186023382,20260617,4,False
226,w15.b28,w01.b00,512,258,0.50390625,0.00390625,0.0078125,0.0078125,0.022096412552213365,0.4605972813976618,0.5472152186023382,20260617,4,False
227,w00.b00+w01.b00,w12.b23,512,257,0.501953125,0.001953125,0.00390625,0.00390625,0.022096918324042453,0.4586431650848768,0.5452630849151232,20260617,4,False
228,w00.b07+w04.b07,w00.b07,512,257,0.501953125,0.001953125,0.00390625,0.00390625,0.022096918324042453,0.4586431650848768,0.5452630849151232,20260617,4,False
229,w00.b07+w04.b07,w01.b00,512,255,0.498046875,-0.001953125,-0.00390625,0.00390625,0.022096918324042453,0.4547369150848768,0.5413568349151232,20260617,4,False
230,w00.b07+w04.b07,w08.b13+w12.b13,512,257,0.501953125,0.001953125,0.00390625,0.00390625,0.022096918324042453,0.4586431650848768,0.5452630849151232,20260617,4,False
231,w00.b07+w04.b07,w12.b04,512,255,0.498046875,-0.001953125,-0.00390625,0.00390625,0.022096918324042453,0.4547369150848768,0.5413568349151232,20260617,4,False
232,w00.b07+w04.b07,w13.b19,512,255,0.498046875,-0.001953125,-0.00390625,0.00390625,0.022096918324042453,0.4547369150848768,0.5413568349151232,20260617,4,False
233,w04.b00,w00.b07,512,255,0.498046875,-0.001953125,-0.00390625,0.00390625,0.022096918324042453,0.4547369150848768,0.5413568349151232,20260617,4,False
234,w05.b07,w08.b13+w12.b13,512,257,0.501953125,0.001953125,0.00390625,0.00390625,0.022096918324042453,0.4586431650848768,0.5452630849151232,20260617,4,False
235,w05.b07,w10.b13,512,255,0.498046875,-0.001953125,-0.00390625,0.00390625,0.022096918324042453,0.4547369150848768,0.5413568349151232,20260617,4,False
236,w06.b24,w12.b23,512,257,0.501953125,0.001953125,0.00390625,0.00390625,0.022096918324042453,0.4586431650848768,0.5452630849151232,20260617,4,False
237,w06.b24,w13.b19,512,257,0.501953125,0.001953125,0.00390625,0.00390625,0.022096918324042453,0.4586431650848768,0.5452630849151232,20260617,4,False
238,w08.b09,w00.b00,512,257,0.501953125,0.001953125,0.00390625,0.00390625,0.022096918324042453,0.4586431650848768,0.5452630849151232,20260617,4,False
239,w08.b13+w12.b13,w13.b19,512,255,0.498046875,-0.001953125,-0.00390625,0.00390625,0.022096918324042453,0.4547369150848768,0.5413568349151232,20260617,4,False
240,w09.b03,w00.b07,512,255,0.498046875,-0.001953125,-0.00390625,0.00390625,0.022096918324042453,0.4547369150848768,0.5413568349151232,20260617,4,False
241,w09.b03,w07.b23,512,257,0.501953125,0.001953125,0.00390625,0.00390625,0.022096918324042453,0.4586431650848768,0.5452630849151232,20260617,4,False
242,w09.b03,w12.b04,512,255,0.498046875,-0.001953125,-0.00390625,0.00390625,0.022096918324042453,0.4547369150848768,0.5413568349151232,20260617,4,False
243,w09.b28,w05.b09,512,255,0.498046875,-0.001953125,-0.00390625,0.00390625,0.022096918324042453,0.4547369150848768,0.5413568349151232,20260617,4,False
244,w12.b13,w15.b18,512,257,0.501953125,0.001953125,0.00390625,0.00390625,0.022096918324042453,0.4586431650848768,0.5452630849151232,20260617,4,False
245,w15.b18,w12.b04,512,257,0.501953125,0.001953125,0.00390625,0.00390625,0.022096918324042453,0.4586431650848768,0.5452630849151232,20260617,4,False
246,w00.b00+w01.b00,w00.b00,512,256,0.5,0.0,0.0,0.0,0.02209708691207961,0.45668970965232397,0.5433102903476761,20260617,4,False
247,w01.b25,w03.b29,512,256,0.5,0.0,0.0,0.0,0.02209708691207961,0.45668970965232397,0.5433102903476761,20260617,4,False
248,w04.b00,w03.b29,512,256,0.5,0.0,0.0,0.0,0.02209708691207961,0.45668970965232397,0.5433102903476761,20260617,4,False
249,w04.b00,w12.b23,512,256,0.5,0.0,0.0,0.0,0.02209708691207961,0.45668970965232397,0.5433102903476761,20260617,4,False
250,w04.b00,w13.b19,512,256,0.5,0.0,0.0,0.0,0.02209708691207961,0.45668970965232397,0.5433102903476761,20260617,4,False
251,w05.b00+w10.b00,w12.b04,512,256,0.5,0.0,0.0,0.0,0.02209708691207961,0.45668970965232397,0.5433102903476761,20260617,4,False
252,w05.b07,w00.b00+w01.b00,512,256,0.5,0.0,0.0,0.0,0.02209708691207961,0.45668970965232397,0.5433102903476761,20260617,4,False
253,w05.b07,w03.b29,512,256,0.5,0.0,0.0,0.0,0.02209708691207961,0.45668970965232397,0.5433102903476761,20260617,4,False
254,w05.b07,w07.b23,512,256,0.5,0.0,0.0,0.0,0.02209708691207961,0.45668970965232397,0.5433102903476761,20260617,4,False
255,w08.b13+w12.b13,w12.b04,512,256,0.5,0.0,0.0,0.0,0.02209708691207961,0.45668970965232397,0.5433102903476761,20260617,4,False
256,w09.b28,w03.b29,512,256,0.5,0.0,0.0,0.0,0.02209708691207961,0.45668970965232397,0.5433102903476761,20260617,4,False
