experiment,rounds,feedforward,delta,gamma,distinguisher_correlation,distinguisher_estimated_data_complexity_pairs,distinguisher_estimated_data_complexity_pairs_ceiling,distinguisher_verification_samples_used,distinguisher_runtime_samples,distinguisher_wall_clock_seconds,distinguisher_runtime_probability,distinguisher_runtime_correlation,key_recovery_reduced_key_bits,key_recovery_candidates,key_recovery_samples_per_candidate,key_recovery_total_scoring_operations,key_recovery_wall_clock_seconds,key_recovery_secret_subkey,key_recovery_secret_subkey_hex,key_recovery_best_candidate,key_recovery_best_candidate_hex,key_recovery_correct_rank,key_recovery_top_score,key_recovery_top_score_correlation,limitations
4-round Salsa20 complexity estimates,4,False,w08.b26,w06.b00+w07.b09,-0.59149169921875,2.858266317136788,3,65536,4096,0.41206755100029113,0.21435546875,-0.5712890625,8,256,64,16384,1.6752131650000592,253,0xfd,253,0xfd,1,64,1.0,Data complexity uses the rough N ~= c^-2 distinguisher heuristic. | Runtime measurements are wall-clock measurements on this local Python implementation. | Key recovery is reduced-subkey candidate ranking only. | No full 256-bit Salsa20 key recovery is claimed.
